Site_ID,ann_GPP_C,upper_GPP_C,ann_ER_C,lower_ER_C,PAR_sum,Stream_PAR_sum,gpp_C_mean,gpp_C_cv,gpp_C_skew,gpp_C_kurt,gpp_C_amp,gpp_C_phase,gpp_C_ar1,er_C_mean,er_C_cv,er_C_skew,er_C_kurt,er_C_amp,er_C_phase,er_C_ar1,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,MOD_ann_NPP
nwis_02203950,58.7887038925532,0.339108425174772,-241.168043529523,-1.15111870391469,13.6751554276092,6.18759509716793,0.16,0.39,0.15,0,0.64,111.216388466635,0.758,-0.66,-0.25,-0.05,0.1,0.56,282.9957605537,0.45,17.28,0.2,-0.14,0.04,1.16,191.092389492679,0.942,0.34,0.55,0.62,0.5,0.08,61.488495475386,0.254,37.41,0.22,0.05,0.05,1.17,175.714613347392,0.298,1.68,0.28,-0.02,-0.09,1.39,188.60805703364,0.911,725.077272727273
nwis_02203960,168.310271826657,1.30637416664883,-425.012828530622,-2.30812522236096,13.330382005332,6.17891696669786,0.46,0.43,0.28,0.14,0.79,188.264960586857,0.481,-1.16,-0.28,-0.08,0.15,0.3,42.1462604377506,0.341,16.16,0.23,-0.05,-0.06,1.34,199.433688456073,0.832,1.27,0.52,0.63,0.47,0.11,86.5963679419204,0.237,36.52,0.23,0.04,0.06,1.13,175.288221252154,0.326,1.74,0.3,0,-0.11,1.4,188.808161124323,0.855,779.670833333333
nwis_02204037,34.4884072726315,0.265930348910389,-264.121561424971,-1.60289446383609,13.8767877282384,5.0001972177932,0.09,0.44,0.39,0.3,0.54,133.931598699385,0.675,-0.72,-0.29,-0.26,0.28,0.38,350.248020921829,0.438,16.45,0.22,-0.09,-0.01,1.33,199.901534577876,0.864,0.57,0.52,0.55,0.44,0.32,43.5521700180247,0.424,37.98,0.23,0.02,0.04,1.18,177.132256646131,0.377,2.41,0.37,0.19,-0.01,1.32,186.756688036495,0.966,658.633333333333
nwis_02207160,51.1908205480775,0.321212460524621,-455.389187302119,-2.38074770180094,13.8073560779448,8.51422274929181,0.14,0.35,0.19,0.11,0.86,141.03429354488,0.469,-1.25,-0.27,-0.15,0.07,0.88,354.012764825649,0.549,18.97,0.23,-0.06,-0.04,1.37,198.842511224639,0.882,0.97,0.56,0.59,0.46,0.43,29.6892945951728,0.693,37.79,0.23,0.02,0.04,1.19,177.105556210505,0.39,1.56,0.33,0.1,-0.05,1.37,183.667495820875,0.932,661.066666666667
nwis_02208450,37.04191512519,0.331587531266293,-280.668978622821,-1.33675706608629,14.030537873058,11.986542026611,0.1,0.48,0.4,0.22,0.82,67.4269197873,0.596,-0.77,-0.25,-0.18,0.16,0.34,76.2853458786854,0.425,17.21,0.23,-0.08,0,1.33,199.562429359598,0.863,6.97,0.59,0.55,0.38,0.48,20.6727917576147,0.83,38.39,0.24,0,0.03,1.2,176.919482553371,0.401,2.41,0.35,0.11,-0.1,1.36,181.037728625674,0.877,616.5
nwis_02208493,25.2321803886918,0.186915631349977,-283.29535027254,-1.37603004650897,14.030537873058,2.91854207133592,0.07,0.46,0.43,0.31,0.54,87.3908887750898,0.59,-0.78,-0.23,-0.29,0.28,0.13,304.813003687438,0.346,17.3,0.21,-0.07,0,1.35,200.031746992178,0.855,0.55,0.67,0.69,0.5,0.42,55.7795538730885,0.699,38.39,0.24,0,0.03,1.2,176.919482553371,0.401,2.61,0.37,0.18,-0.07,1.35,179.201998929138,0.907,640.2
nwis_02217643,25.9617976445463,0.289894969498743,-271.209167024453,-1.40869706819535,13.9255768230264,2.86320607177947,0.07,0.56,0.56,0.42,0.64,79.9794359342408,0.782,-0.74,-0.26,-0.07,0.13,0.36,344.84233690504,0.522,15.31,0.23,-0.07,-0.01,1.32,199.165893591462,0.824,0.07,0.36,0.27,0.12,1.03,60.57517194175,0.688,38.1,0.23,0.02,0.05,1.17,175.79756942262,0.359,3.06,0.37,0.05,-0.16,1.36,187.067225965061,0.936,378.2
nwis_02234000,258.702712072871,1.75231124566128,-770.877533343148,-3.6316126291188,15.0262394377956,12.7431682898672,0.71,0.41,0.28,0.19,0.6,174.315428889421,0.764,-2.11,-0.25,-0.15,0.23,0.76,362.362347743362,0.774,24.41,0.11,-0.14,0.03,1.28,200.131926083235,0.867,50,0.43,0.27,0.1,0.91,284.495764544871,0.987,41.13,0.19,0.01,0.07,1.05,164.747269761189,0.436,1.1,0.2,0.03,-0.03,1.33,169.001767239274,0.969,663.033333333333
nwis_02234500,515.932859232803,4.19091151980071,-737.147812818337,-4.23108625776924,14.5356523979016,14.1595821887484,1.41,0.49,0.29,0.07,1.07,171.222795304014,0.619,-2.02,-0.29,-0.18,0.08,1.04,15.8854203058405,0.655,24.63,0.11,-0.13,0.01,1.28,202.167140226425,0.932,55.33,0.29,0.18,0.02,0.88,287.482661215423,0.953,39.79,0.19,0,0.07,1.05,165.88399947408,0.418,1.19,0.17,-0.07,-0.04,1.37,164.153846012025,0.897,678.133333333333
nwis_02235500,125.188043155169,0.729018635389978,-885.284058349419,-2.90023155789571,14.2560143179272,1.72439015235755,0.34,0.31,0.14,0.19,0.32,151.447809773726,0.08,-2.43,-0.06,0.04,0.2,0.29,62.3313281088408,0.117,23.17,0,-0.16,0.06,1.2,226.132318863032,0.624,3.56,0.02,0.07,0.07,0.9,44.0075777893538,0.866,39.06,0.19,-0.04,0.09,1,161.341787033898,0.365,5.01,0.16,-0.09,-0.06,1.39,165.190949057822,0.819,1406.1
nwis_02236000,356.360906571379,2.93770913393377,-1010.29891172188,-4.53549440677507,14.477778944307,12.3405919184449,0.98,0.53,0.34,0.08,1.08,142.53661209831,0.719,-2.77,-0.17,-0.11,0.18,0.83,6.2727749074665,0.696,24.12,0.11,-0.1,-0.02,1.33,198.293379016344,0.923,75.13,0.34,0.25,0.09,0.99,287.621747405171,0.973,39.64,0.19,0,0.07,1.01,164.053071105642,0.444,4.87,0.18,-0.1,-0.04,1.34,162.803546534813,0.895,683.273958333333
nwis_02264000,89.4709359174362,0.640730324858461,-1639.51771141729,-7.6012114130125,14.787178900137,5.90204637759216,0.24,0.38,0.35,0.29,0.53,94.8821274078208,0.64,-4.49,-0.19,-0.13,0.31,0.4,252.800720338886,0.628,21.5,0.11,-0.16,0.02,1.28,209.057137462776,0.875,0.25,0.62,0.42,0.14,0.47,280.87187037265,0.984,40.49,0.18,0,0.08,1.07,165.61364090368,0.417,2.08,0.15,0.03,0,1.28,166.870328422518,0.968,837.175
nwis_02264100,327.686002651841,2.93942508696415,-881.338650544602,-5.43006761923363,14.8168963382328,10.2821729152406,0.9,0.52,0.37,0.17,1.06,155.26632798353,0.58,-2.41,-0.38,-0.2,0.05,1.15,31.2627258778555,0.625,24.15,0.1,-0.14,-0.01,1.32,198.167487764549,0.848,0.89,0.54,0.44,0.21,0.74,248.730374325647,0.831,40.59,0.19,-0.02,0.09,1,164.292439538012,0.424,1.03,0.14,0.02,-0.01,1.36,174.648839140517,0.941,641.95
nwis_02266200,35.1126798856145,0.373604322896263,-1086.77403206376,-5.83611334148877,14.8537605241242,7.79891943773491,0.1,0.53,0.41,0.21,0.49,68.9462721789675,0.829,-2.98,-0.29,-0.05,0.17,0.16,128.165152244133,0.701,22.11,0.11,-0.14,0.02,1.27,206.754015426284,0.881,0.21,0.55,0.4,0.2,0.49,290.090818448808,0.979,40.67,0.19,-0.02,0.08,1.07,166.601285500561,0.424,1.33,0.19,0.02,-0.03,1.36,180.616171650478,0.944,658.625
nwis_02266300,56.9063779453506,0.650707130421183,-1209.00375372179,-4.55517494011291,15.7173586835832,12.2104897761538,0.16,0.53,0.44,0.25,0.64,82.1697418346483,0.44,-3.3,-0.17,0.2,0.22,0.5,247.876580886471,0.324,22.67,0.1,-0.13,0.03,1.29,204.138928016209,0.78,1.55,0.51,0.55,0.34,0.48,292.652112364463,0.756,42.94,0.18,-0.02,0.07,1.13,168.508901105242,0.271,2.12,0.18,0.07,-0.08,1.4,174.306768673679,0.821,818
nwis_02336300,134.618857536603,0.996755869261277,-434.409375404661,-2.13906464876696,13.4074410861787,11.8697720675407,0.37,0.45,0.28,0.13,0.8,173.798792449958,0.78,-1.19,-0.24,-0.09,0.13,0.78,339.044140782991,0.489,17.01,0.25,-0.05,-0.02,1.35,198.513740131084,0.874,1.91,0.46,0.45,0.38,0.21,50.7028337300939,0.172,36.71,0.23,0.01,0.05,1.15,174.170526701167,0.315,4.32,0.26,-0.02,-0.11,1.36,183.294311623783,0.891,371.04
nwis_02336313,88.6141932780239,0.640342523914037,-288.202398426334,-1.63181751608641,13.4396323833492,2.2891137485289,0.24,0.45,0.31,0.17,0.69,159.644282241425,0.772,-0.79,-0.28,-0.17,0.16,0.64,363.141077641375,0.384,16.36,0.25,-0.05,-0.03,1.34,196.674779868987,0.878,0.06,0.67,0.72,0.59,0.3,63.4446932385653,0.6,36.79,0.23,0.02,0.05,1.16,174.292794021106,0.308,3.35,0.29,0.04,-0.12,1.35,184.74292766122,0.915,414.241666666667
nwis_02336340,81.9094246979794,0.644288288338015,-303.113426474746,-1.49431468251792,12.730444850592,5.94354197243299,0.22,0.45,0.3,0.14,0.8,190.024780789846,0.531,-0.83,-0.26,-0.23,0.24,0.49,350.605600795556,0.143,16.29,0.22,-0.04,-0.06,1.34,201.234180600325,0.82,1.01,0.61,0.61,0.39,0.15,109.187706575225,0.115,34.88,0.24,0.02,0.06,1.13,174.198061450493,0.271,1.68,0.31,0.04,-0.1,1.39,188.122749042667,0.823,779.3
nwis_02336360,89.0821673166496,0.618984545919019,-331.244426533755,-2.27067392868111,13.3349932434528,7.2474072869057,0.24,0.41,0.31,0.2,0.66,137.613684744405,0.739,-0.91,-0.36,-0.35,0.26,0.52,322.113447442008,0.623,16.56,0.25,-0.05,-0.02,1.34,196.748924757003,0.868,0.96,0.64,0.64,0.49,0.15,55.3800514043717,0.238,36.51,0.23,0.03,0.05,1.15,173.951617442519,0.328,1.73,0.29,0.02,-0.08,1.38,186.880918597058,0.92,710.592857142857
nwis_02336410,93.0461311372613,0.673440828740311,-257.425106607895,-1.42208686702008,13.3349932434528,7.01713669130617,0.25,0.41,0.33,0.22,0.69,118.265259648437,0.789,-0.7,-0.3,-0.18,0.15,0.75,317.592458229619,0.498,16.54,0.25,-0.06,-0.01,1.34,197.071084622477,0.871,1.33,0.56,0.53,0.4,0.16,44.1410035255551,0.218,36.51,0.23,0.03,0.05,1.15,173.951617442519,0.328,2.38,0.36,0.12,-0.07,1.35,184.575879153864,0.946,537.742857142857
nwis_02336526,143.754644373407,0.994875097631265,-235.031775596638,-1.32021978482568,13.3349932434528,5.44394378178864,0.39,0.4,0.27,0.13,0.87,136.306389044977,0.713,-0.64,-0.33,-0.24,0.16,0.86,316.839125678898,0.502,16.53,0.25,-0.06,-0.02,1.34,195.43675363833,0.853,0.45,0.64,0.66,0.52,0.15,69.5099046092062,0.122,36.51,0.23,0.03,0.05,1.15,173.951617442519,0.328,1.92,0.34,0.03,-0.11,1.39,187.109875284961,0.891,694.77012987013
nwis_02336728,104.172170486445,0.696426648373325,-308.599683156729,-1.51604284362478,13.4391532046604,9.97821724747872,0.29,0.4,0.22,0.08,0.89,164.415923627652,0.681,-0.84,-0.24,-0.16,0.15,0.67,347.463554790184,0.506,16.61,0.24,-0.06,-0.02,1.34,196.311503227105,0.873,0.65,0.47,0.43,0.3,0.45,82.517009277652,0.309,36.79,0.23,0.02,0.05,1.16,174.074932532317,0.312,0.91,0.31,0.03,-0.09,1.38,189.752319353577,0.917,474.583333333333
nwis_02337170,130.87530694922,0.935109140593464,-502.304051711378,-2.71447392823223,13.5334170434736,10.9132522442136,0.36,0.44,0.37,0.25,0.5,168.23086642478,0.56,-1.37,-0.28,-0.15,0.18,0.64,9.67558050085872,0.298,17.09,0.19,-0.01,0.01,1.29,203.037067190702,0.896,76.46,0.36,0.45,0.21,0.44,70.1099918807333,0.791,37.03,0.23,0.02,0.05,1.17,174.515389232155,0.334,2.14,0.36,0.12,-0.04,1.36,183.458053684734,0.948,710.55
nwis_02344630,32.4620927759082,0.299181654413042,-203.663768477392,-1.21431983231443,13.7403218558592,12.1761810516175,0.09,0.48,0.38,0.22,0.88,173.709083889383,0.51,-0.56,-0.35,-0.09,0.11,0.72,67.9287638839662,0.457,18.6,0.25,-0.06,-0.08,1.39,204.471674560082,0.824,1.47,0.62,0.56,0.31,0.72,56.4341991424082,0.595,37.64,0.22,0.06,0.06,1.14,177.709097456707,0.329,2.68,0.4,0.02,-0.23,1.35,191.155860314948,0.884,459.5
nwis_02397530,442.226925642527,4.44668409687853,-825.518361087098,-4.94636106937082,13.2319755226512,12.7657149729801,1.21,0.57,0.43,0.17,1.04,212.736897629587,0.672,-2.26,-0.28,-0.27,0.23,0.16,327.371912226193,0.794,18.13,0.25,0,-0.05,1.39,209.611159046616,0.856,171.01,0.37,0.37,0.17,0.95,57.5453097072819,0.874,36.25,0.23,0.07,0.07,1.12,179.364674937573,0.282,1.17,0.34,0.07,-0.13,1.4,188.862842853466,0.82,674.922727272727
nwis_03034000,231.265972441777,1.5155309386493,-294.470482534318,-1.97279891654874,11.3344636534416,8.94912701998506,0.63,0.36,0.22,0.12,1.08,171.090109170367,0.626,-0.8,-0.29,-0.26,0.17,1.08,326.527260842249,0.645,14.64,0.21,0.16,0.01,1.26,218.153804399036,0.833,5.1,0.33,0.07,0.09,0.96,49.6628625046879,0.756,30.97,0.28,0.05,0.01,1.2,180.54339687736,0.267,2.2,0.46,0.23,-0.13,1.29,205.413250550725,0.923,905.2
nwis_03061000,219.820108304476,1.69590727761798,-294.107474407727,-1.64194673964804,11.7639996066432,9.72157602684203,0.6,0.46,0.31,0.16,0.46,153.185968257423,0.698,-0.8,-0.28,-0.11,0.19,0.8,7.91362945746428,0.365,14.62,0.33,-0.01,-0.04,1.36,207.074706761738,0.863,31.2,0.51,0.4,0.22,0.62,60.542354877533,0.62,32.14,0.28,0.03,0.01,1.2,181.973051499231,0.224,0.98,0.32,0.09,-0.08,1.39,187.178731389026,0.836,679.4
nwis_03067510,67.2245648175717,0.505355770664376,-121.612837649969,-0.71658611363358,11.7433751258376,6.06606994324065,0.18,0.45,0.25,0.06,1.17,187.018386846982,0.574,-0.33,-0.32,-0.11,0.11,0.46,27.7401371599757,0.786,10.15,0.42,0.07,-0.04,1.33,203.874365054705,0.853,6.03,0.54,0.42,0.21,0.68,47.5388289166927,0.54,32.14,0.25,0,-0.02,1.19,173.932092440851,0.202,2.37,0.49,0.29,-0.1,1.26,200.931521754033,0.936,1000.21666666667
nwis_03183500,261.749180778001,1.5821605471888,-286.561964708502,-1.79478960580845,11.7800307724995,9.95007998471191,0.72,0.39,0.21,0.13,0.82,192.927339626682,0.856,-0.78,-0.38,-0.18,0.14,0.63,30.6583400216678,0.854,13.63,0.37,0,-0.04,1.36,202.820184226106,0.898,56.43,0.62,0.5,0.29,0.61,71.3388392535464,0.717,32.25,0.26,0.02,0.01,1.18,174.907512410668,0.266,1.95,0.42,0.25,-0.03,1.25,186.21933321882,0.967,924.8625
nwis_03219500,310.512075169926,2.39978296615521,-670.625146166495,-3.4539954517194,11.6796025081008,10.8822013040094,0.85,0.4,0.34,0.14,0.81,201.51968345124,0.68,-1.83,-0.19,-0.32,0.2,0.58,29.2040471349616,0.509,15.05,0.28,0.06,-0.01,1.3,205.4875920075,0.865,7.84,0.49,0.23,0.04,0.97,70.7688467891299,0.788,31.91,0.28,0.05,0,1.21,179.491014108504,0.251,0.92,0.48,0.45,0.12,1.17,204.880365003577,0.867,508.8
nwis_03228300,418.846798026297,2.90152779136006,-694.013415896225,-4.66817170460101,11.501017284078,11.0487360855334,1.15,0.42,0.18,0.04,1,82.3622162999558,0.703,-1.9,-0.42,-0.27,0.09,0.75,268.450408651442,0.722,13.48,0.29,0.03,-0.02,1.31,198.787943740244,0.88,2.13,0.67,0.58,0.42,0.35,78.2633512209443,0.374,31.47,0.28,0.05,0.01,1.18,176.144596695255,0.287,1.1,0.38,0.19,-0.06,1.34,197.647757153327,0.931,661.7
nwis_03292470,213.324079992868,1.63498261094318,-305.200833833393,-1.68781483380653,12.3503911816572,7.57066678755581,0.58,0.37,0.31,0.19,0.89,120.559408231926,0.609,-0.84,-0.28,-0.18,0.11,0.65,324.861563236227,0.62,14.68,0.33,-0.03,-0.04,1.37,201.871251489039,0.877,3.92,0.62,0.53,0.33,0.43,42.1734184966409,0.475,33.79,0.26,0.03,0.02,1.2,179.610009055254,0.235,1.37,0.38,0.15,-0.08,1.36,195.568186199622,0.889,691.8
nwis_03292474,272.956141761546,2.6008395962552,-470.097545322517,-2.30231890222409,12.4527511948392,5.19196851707092,0.75,0.55,0.38,0.19,1.04,103.578577782815,0.574,-1.28,-0.24,-0.15,0.15,0.14,276.661244469328,0.558,14.79,0.26,-0.07,-0.01,1.33,204.260497492055,0.827,0.19,0.61,0.45,0.23,0.55,89.6119774255845,0.487,34.02,0.25,0.03,0.02,1.2,182.11491432251,0.266,1.16,0.33,0.1,-0.08,1.38,185.916162700693,0.82,669.4
nwis_03292475,341.504554993395,3.41991968747998,-739.864047999622,-3.55649396436874,11.3311498493592,2.93126899433071,0.94,0.45,0.5,0.33,0.78,101.218163080899,0.388,-2.03,-0.22,0,0.16,0.1,245.671726392563,0.399,15.73,0.2,-0.25,0.1,1.13,221.731415525709,0.799,0.46,0.38,0.39,0.35,0.14,233.575071772912,0.281,31.04,0.28,0.09,0.04,1.1,178.426045038949,0.32,2.56,0.44,0.19,-0.18,1.31,199.243131052381,0.84,647.3
nwis_03292480,105.616534904525,1.03538345312862,-389.38391726489,-2.34487677056834,12.4379742561984,2.65086091412066,0.29,0.53,0.39,0.19,0.97,98.6477800713456,0.561,-1.06,-0.33,-0.21,0.11,0.47,12.597363954328,0.393,14.17,0.29,-0.07,0,1.32,202.179685194008,0.836,0.23,0.49,0.48,0.4,0.33,76.3148762628891,0.17,33.98,0.25,0.03,0.02,1.2,182.495212704061,0.261,2.89,0.42,0.07,-0.2,1.37,195.504892372572,0.835,565
nwis_03293000,274.935108385476,2.12066806530422,-358.92544409546,-2.08161163835804,12.030625457676,9.3782821538969,0.75,0.4,0.35,0.2,0.96,95.8016359619036,0.598,-0.98,-0.28,-0.25,0.21,0.73,307.351046939454,0.495,15.84,0.24,-0.08,-0.03,1.24,208.112158095989,0.924,0.85,0.61,0.55,0.38,0.38,86.5198854488266,0.398,32.92,0.27,0.04,0.02,1.17,180.774359947763,0.279,0.98,0.32,0.03,-0.1,1.38,187.802886322905,0.917,651.975
nwis_03293500,141.03442607088,0.984769868733325,-390.53881221309,-2.20288940354344,12.2356054781352,7.65958707514048,0.39,0.39,0.24,0.1,1.02,108.535853494599,0.361,-1.07,-0.29,-0.27,0.16,0.76,350.196212616263,0.35,14.3,0.3,0.01,-0.07,1.36,198.511819735491,0.816,0.77,0.54,0.53,0.41,0.44,89.4087818982288,0.405,33.52,0.27,0.02,0.02,1.18,177.744859019981,0.17,1.55,0.34,0.04,-0.12,1.4,187.800324781658,0.826,618.575
nwis_03293530,81.4762491714458,0.745670737773598,-307.101314705165,-1.55894142678961,12.3367898671668,8.68988920517465,0.22,0.52,0.43,0.21,0.94,75.389517004048,0.73,-0.84,-0.25,-0.12,0.12,0.47,47.5607890270906,0.416,14.02,0.29,-0.06,-0.01,1.32,202.597704220201,0.862,0.18,0.57,0.51,0.33,0.47,71.7097280238282,0.437,33.75,0.26,0.02,0.02,1.19,180.059061853134,0.234,0.82,0.34,0.09,-0.08,1.39,186.483145916794,0.872,589.3
nwis_03298000,252.985129714934,1.9563218773317,-362.07624559625,-2.07520682147311,12.5113292883936,11.8852718660691,0.69,0.43,0.28,0.13,1.01,114.984776956958,0.503,-0.99,-0.34,-0.14,0.05,1.04,316.448893921353,0.343,15.49,0.32,-0.06,-0.03,1.35,204.295489820585,0.863,5.94,0.64,0.55,0.37,0.43,88.4430807623569,0.565,34.18,0.26,0.03,0.02,1.21,183.071077830376,0.274,1.33,0.36,0.14,-0.11,1.37,184.995838613962,0.817,708.2
nwis_03298150,479.576001071738,2.95134434114527,-547.527430109803,-3.05207885534175,12.3968667376764,4.23247616586905,1.31,0.35,0.12,0.11,0.73,153.279320077309,0.651,-1.5,-0.3,-0.14,0.15,0.65,0.326566356819478,0.531,15.49,0.28,-0.07,-0.02,1.34,207.133808600311,0.844,0.47,0.54,0.53,0.46,0.31,81.8494273472908,0.24,33.92,0.26,0.02,0.02,1.19,180.12649844684,0.239,2.05,0.34,0.09,-0.1,1.38,187.443555278122,0.918,611.9
nwis_03298250,433.47738603312,3.49541360344435,-577.732581269515,-2.6263899560178,11.9434140940968,6.39192436986619,1.19,0.35,0.4,0.28,0.87,91.122267080408,0.559,-1.58,-0.21,-0.08,0.17,0.53,338.695211779293,0.453,14.89,0.25,-0.07,-0.01,1.33,204.519071898347,0.838,0.62,0.46,0.48,0.36,0.27,82.1343468369233,0.324,32.68,0.27,0.06,0.03,1.14,180.860503952952,0.349,1.16,0.28,0.19,-0.04,1.35,192.488735715802,0.878,695.9
nwis_03298300,200.866253026183,1.89601013195607,-442.931969000008,-2.43934842227691,12.5358580870488,5.64288769959271,0.55,0.54,0.33,0.09,1.1,101.949001159122,0.508,-1.21,-0.28,-0.11,0.16,0.57,364.036409416497,0.582,15.26,0.3,-0.02,-0.01,1.36,197.833264345082,0.835,0.21,0.58,0.47,0.34,0.48,117.075058755599,0.26,34.25,0.25,0.03,0.02,1.2,183.235945859284,0.279,1.04,0.31,0.09,-0.08,1.39,182.230462490424,0.83,673.9
nwis_03301900,302.40610021121,2.34891133048761,-502.364565495525,-2.66536250576852,11.9662790107056,3.7302473389781,0.83,0.41,0.39,0.28,0.71,86.7336945789315,0.674,-1.38,-0.27,-0.12,0.2,0.28,276.135070727067,0.466,14.4,0.25,-0.06,0,1.34,203.78018478905,0.831,0.15,0.59,0.56,0.43,0.15,112.790487966586,0.212,32.75,0.27,0.04,0.02,1.16,181.669996347885,0.326,1.92,0.32,0.04,-0.09,1.38,184.866024403504,0.934,597.733333333333
nwis_03302000,131.822518863645,0.914382567846582,-206.676927812854,-1.54318383293865,12.5281591019928,10.4414372320388,0.36,0.4,0.21,0.15,0.66,145.058300348622,0.17,-0.56,-0.51,-0.42,0.31,0.23,34.2112807002556,0.471,16.48,0.31,-0.05,-0.02,1.35,204.607327753911,0.837,2.61,0.54,0.46,0.3,0.3,118.750815967286,0.344,34.23,0.26,0.03,0.02,1.2,183.202115054927,0.262,1.36,0.34,0.03,-0.15,1.39,188.042131332549,0.828,636.2
nwis_03302030,90.126540169023,0.695934299785317,-420.726256467947,-2.62039187556032,12.5281591019928,7.9258751563002,0.25,0.41,0.29,0.19,0.69,119.236166335234,0.286,-1.15,-0.38,-0.2,0.19,0.81,89.5654761948754,0.487,15.76,0.32,-0.06,-0.02,1.35,202.876512153437,0.854,2.77,0.66,0.6,0.43,0.37,79.5335026043327,0.318,34.23,0.26,0.03,0.02,1.2,183.202115054927,0.262,1.31,0.3,0.01,-0.09,1.4,182.884192938465,0.818,723
nwis_03302050,67.3229589910025,0.499237118376421,-327.552767960636,-1.59518641636154,12.5281591019928,4.35485115349726,0.18,0.46,0.25,0.09,1.13,121.69840015413,0.59,-0.89,-0.25,-0.16,0.09,0.51,9.33306003483247,0.485,14.2,0.27,-0.07,-0.03,1.35,207.407269011229,0.831,0.11,0.68,0.62,0.46,0.46,81.1424035137834,0.228,34.23,0.26,0.03,0.02,1.2,183.202115054927,0.262,2.95,0.42,0.08,-0.2,1.37,197.191651210051,0.837,547.5
nwis_03321500,195.042675762929,2.05499192010624,-941.555590450948,-5.56616700736125,12.5330882058648,12.0877353120159,0.53,0.49,0.48,0.3,0.85,196.904844651059,0.454,-2.58,-0.34,-0.16,0.07,0.74,22.587022966479,0.821,16.86,0.31,-0.01,-0.07,1.4,209.969885096898,0.871,358.53,0.53,0.32,0.06,1.05,61.7649829251853,0.933,34.34,0.28,0.02,0.02,1.18,180.330884066915,0.132,0.92,0.36,0.22,-0.03,1.35,198.854216842388,0.823,656.5
nwis_03346500,368.463719283435,3.65026267345414,-784.201638141442,-4.08313671625622,12.3158446346376,10.6525922971055,1.01,0.58,0.43,0.19,0.86,210.153998848712,0.797,-2.14,-0.33,-0.26,0.1,0.78,26.2745879191567,0.764,15.75,0.34,-0.05,-0.03,1.36,204.162928059883,0.879,71.88,0.57,0.55,0.38,0.43,59.2755792511136,0.89,33.65,0.26,0.03,0.01,1.2,182.550549356161,0.253,1.06,0.35,0.13,-0.09,1.39,193.457079575312,0.824,694
nwis_03353200,304.051750965969,2.6025111838134,-341.526606524218,-1.81359928147916,11.8982959011168,5.55563592097879,0.83,0.46,0.32,0.18,0.69,131.411959218435,0.824,-0.93,-0.29,-0.16,0.14,0.55,284.098776380196,0.583,12.96,0.36,0.02,-0.05,1.34,198.948344862141,0.887,5.69,0.73,0.62,0.38,0.49,58.8230914889087,0.505,32.57,0.28,0.02,-0.01,1.24,178.382825642754,0.214,1.01,0.37,0.07,-0.11,1.37,191.571803353427,0.921,572.182352941176
nwis_03353420,181.544931806694,1.50622611437749,-261.817772804437,-1.41172137473555,11.8516600370952,6.14071989180825,0.5,0.47,0.35,0.16,0.94,112.052647961986,0.538,-0.72,-0.26,-0.14,0.13,0.6,351.751231091839,0.329,12.86,0.32,-0.03,-0.02,1.37,212.615533895799,0.82,0.16,0.58,0.56,0.4,0.18,115.128460313047,0.577,32.38,0.27,0.05,0,1.21,180.601737969297,0.252,0.94,0.48,0.46,0.12,1.14,208.670012437375,0.865,576.1
nwis_03374100,504.008209719177,4.83028953215453,-603.569765545838,-3.54634984886714,12.3631370700642,11.7228466232747,1.38,0.57,0.35,0.1,0.92,203.758278505169,0.798,-1.65,-0.36,-0.18,0.09,0.9,363.335160309462,0.484,16.02,0.33,-0.02,-0.03,1.37,204.25645089389,0.926,390.99,0.47,0.34,0.17,0.78,71.9531959412465,0.965,33.83,0.27,0.02,0,1.2,181.230973090112,0.251,0.77,0.38,0.12,-0.06,1.34,196.878979559205,0.949,544.075
nwis_03408500,33.854462186087,0.25207250837791,-135.162369791268,-1.02087421368558,12.4521017917968,10.8839619894674,0.09,0.39,0.28,0.2,0.65,178.307173478633,0.419,-0.37,-0.41,-0.26,0.15,0.77,62.8738128502467,0.741,15.59,0.31,-0.02,-0.02,1.34,203.013050542386,0.911,22.34,0.67,0.56,0.35,0.54,38.8422877929337,0.536,34.08,0.26,0,0.02,1.19,181.027944443953,0.32,2.72,0.45,0.15,-0.16,1.34,191.757949223896,0.876,837.666666666667
nwis_03409500,126.579434094998,0.876412113206802,-262.914461609254,-1.7658741694896,12.8001948210864,9.7191527696966,0.35,0.42,0.3,0.19,0.97,201.810635692088,0.707,-0.72,-0.45,-0.16,-0.02,1.21,54.7041409098779,0.673,16,0.32,-0.03,-0.04,1.37,205.324629351607,0.873,9.09,0.74,0.62,0.39,0.64,43.7971555105166,0.388,34.97,0.24,-0.01,0.03,1.22,183.843591853776,0.278,2.83,0.42,0.14,-0.17,1.36,195.064871077423,0.851,784.3
